input_value,input_matched_alias,entity_id,pathway_id,pathway_description,pathway_source_system,pathway_data_source,pathway_etl_package_id,entity_relationships_by_group,total_entity_relationships,other_aliases,status,note
R-HSA-844455,R-HSA-844455,128536,R-HSA-844455,The NLRP1 inflammasome,Reactome,reactome,,,,['The NLRP1 inflammasome'],ok,
R-HSA-844456,R-HSA-844456,128537,R-HSA-844456,The NLRP3 inflammasome,Reactome,reactome,,,,['The NLRP3 inflammasome'],ok,
R-HSA-1663150,R-HSA-1663150,128538,R-HSA-1663150,The activation of arylsulfatases,Reactome,reactome,,,,['The activation of arylsulfatases'],ok,
R-HSA-2453902,R-HSA-2453902,128539,R-HSA-2453902,The canonical retinoid cycle in rods (twilight vision),Reactome,reactome,,,,['The canonical retinoid cycle in rods (twilight vision)'],ok,
R-HSA-167826,R-HSA-167826,128540,R-HSA-167826,The fatty acid cycling model,Reactome,reactome,,,,['The fatty acid cycling model'],ok,
R-HSA-2514856,R-HSA-2514856,128541,R-HSA-2514856,The phototransduction cascade,Reactome,reactome,,,,['The phototransduction cascade'],ok,
R-HSA-2187335,R-HSA-2187335,128542,R-HSA-2187335,The retinoid cycle in cones (daylight vision),Reactome,reactome,,,,['The retinoid cycle in cones (daylight vision)'],ok,
R-HSA-8852276,R-HSA-8852276,128543,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,Reactome,reactome,,,,['The role of GTSE1 in G2/M progression after G2 checkpoint'],ok,
R-HSA-164952,R-HSA-164952,128544,R-HSA-164952,The role of Nef in HIV-1 replication and disease pathogenesis,Reactome,reactome,,,,['The role of Nef in HIV-1 replication and disease pathogenesis'],ok,
R-HSA-8849175,R-HSA-8849175,128545,R-HSA-8849175,Threonine catabolism,Reactome,reactome,,,,['Threonine catabolism'],ok,
R-HSA-456926,R-HSA-456926,128546,R-HSA-456926,Thrombin signalling through proteinase activated receptors (PARs),Reactome,reactome,,,,['Thrombin signalling through proteinase activated receptors (PARs)'],ok,
R-HSA-428930,R-HSA-428930,128547,R-HSA-428930,Thromboxane signalling through TP receptor,Reactome,reactome,,,,['Thromboxane signalling through TP receptor'],ok,
R-HSA-209968,R-HSA-209968,128548,R-HSA-209968,Thyroxine biosynthesis,Reactome,reactome,,,,['Thyroxine biosynthesis'],ok,
R-HSA-210993,R-HSA-210993,128549,R-HSA-210993,Tie2 Signaling,Reactome,reactome,,,,['Tie2 Signaling'],ok,
R-HSA-420029,R-HSA-420029,128550,R-HSA-420029,Tight junction interactions,Reactome,reactome,,,,['Tight junction interactions'],ok,
R-HSA-1222538,R-HSA-1222538,128551,R-HSA-1222538,Tolerance by Mtb to nitric oxide produced by macrophages,Reactome,reactome,,,,['Tolerance by Mtb to nitric oxide produced by macrophages'],ok,
R-HSA-1222387,R-HSA-1222387,128552,R-HSA-1222387,Tolerance of reactive oxygen produced by macrophages,Reactome,reactome,,,,['Tolerance of reactive oxygen produced by macrophages'],ok,
R-HSA-168142,R-HSA-168142,128553,R-HSA-168142,Toll Like Receptor 10 (TLR10) Cascade,Reactome,reactome,,,,['Toll Like Receptor 10 (TLR10) Cascade'],ok,
R-HSA-181438,R-HSA-181438,128554,R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,Reactome,reactome,,,,['Toll Like Receptor 2 (TLR2) Cascade'],ok,
R-HSA-168164,R-HSA-168164,128555,R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,Reactome,reactome,,,,['Toll Like Receptor 3 (TLR3) Cascade'],ok,
R-HSA-166016,R-HSA-166016,128556,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,Reactome,reactome,,,,['Toll Like Receptor 4 (TLR4) Cascade'],ok,
R-HSA-168176,R-HSA-168176,128557,R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,Reactome,reactome,,,,['Toll Like Receptor 5 (TLR5) Cascade'],ok,
R-HSA-168181,R-HSA-168181,128558,R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,Reactome,reactome,,,,['Toll Like Receptor 7/8 (TLR7/8) Cascade'],ok,
R-HSA-168138,R-HSA-168138,128559,R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade,Reactome,reactome,,,,['Toll Like Receptor 9 (TLR9) Cascade'],ok,
R-HSA-168179,R-HSA-168179,128560,R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,Reactome,reactome,,,,['Toll Like Receptor TLR1:TLR2 Cascade'],ok,
R-HSA-168188,R-HSA-168188,128561,R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,Reactome,reactome,,,,['Toll Like Receptor TLR6:TLR2 Cascade'],ok,
R-HSA-168898,R-HSA-168898,128562,R-HSA-168898,Toll-like Receptor Cascades,Reactome,reactome,,,,['Toll-like Receptor Cascades'],ok,
R-HSA-5250968,R-HSA-5250968,128563,R-HSA-5250968,Toxicity of botulinum toxin type A (botA),Reactome,reactome,,,,['Toxicity of botulinum toxin type A (botA)'],ok,
R-HSA-5250958,R-HSA-5250958,128564,R-HSA-5250958,Toxicity of botulinum toxin type B (botB),Reactome,reactome,,,,['Toxicity of botulinum toxin type B (botB)'],ok,
R-HSA-5250971,R-HSA-5250971,128565,R-HSA-5250971,Toxicity of botulinum toxin type C (botC),Reactome,reactome,,,,['Toxicity of botulinum toxin type C (botC)'],ok,
R-HSA-5250955,R-HSA-5250955,128566,R-HSA-5250955,Toxicity of botulinum toxin type D (botD),Reactome,reactome,,,,['Toxicity of botulinum toxin type D (botD)'],ok,
R-HSA-5250992,R-HSA-5250992,128567,R-HSA-5250992,Toxicity of botulinum toxin type E (botE),Reactome,reactome,,,,['Toxicity of botulinum toxin type E (botE)'],ok,
R-HSA-5250981,R-HSA-5250981,128568,R-HSA-5250981,Toxicity of botulinum toxin type F (botF),Reactome,reactome,,,,['Toxicity of botulinum toxin type F (botF)'],ok,
R-HSA-5250989,R-HSA-5250989,128569,R-HSA-5250989,Toxicity of botulinum toxin type G (botG),Reactome,reactome,,,,['Toxicity of botulinum toxin type G (botG)'],ok,
R-HSA-5250982,R-HSA-5250982,128570,R-HSA-5250982,Toxicity of tetanus toxin (tetX),Reactome,reactome,,,,['Toxicity of tetanus toxin (tetX)'],ok,
R-HSA-1679131,R-HSA-1679131,128571,R-HSA-1679131,Trafficking and processing of endosomal TLR,Reactome,reactome,,,,['Trafficking and processing of endosomal TLR'],ok,
R-HSA-399719,R-HSA-399719,128572,R-HSA-399719,Trafficking of AMPA receptors,Reactome,reactome,,,,['Trafficking of AMPA receptors'],ok,
R-HSA-416993,R-HSA-416993,128573,R-HSA-416993,Trafficking of GluR2-containing AMPA receptors,Reactome,reactome,,,,['Trafficking of GluR2-containing AMPA receptors'],ok,
R-HSA-5624138,R-HSA-5624138,128574,R-HSA-5624138,Trafficking of myristoylated proteins to the cilium,Reactome,reactome,,,,['Trafficking of myristoylated proteins to the cilium'],ok,
R-HSA-75944,R-HSA-75944,128575,R-HSA-75944,Transcription from mitochondrial promoters,Reactome,reactome,,,,['Transcription from mitochondrial promoters'],ok,
R-HSA-1362277,R-HSA-1362277,128576,R-HSA-1362277,Transcription of E2F targets under negative control by DREAM complex,Reactome,reactome,,,,['Transcription of E2F targets under negative control by DREAM complex'],ok,
R-HSA-1362300,R-HSA-1362300,128577,R-HSA-1362300,Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,Reactome,reactome,,,,['Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1'],ok,
R-HSA-9682708,R-HSA-9682708,128578,R-HSA-9682708,Transcription of SARS-CoV-1 sgRNAs,Reactome,reactome,,,,['Transcription of SARS-CoV-1 sgRNAs'],ok,
R-HSA-9694786,R-HSA-9694786,128579,R-HSA-9694786,Transcription of SARS-CoV-2 sgRNAs,Reactome,reactome,,,,['Transcription of SARS-CoV-2 sgRNAs'],ok,
R-HSA-167172,R-HSA-167172,128580,R-HSA-167172,Transcription of the HIV genome,Reactome,reactome,,,,['Transcription of the HIV genome'],ok,
R-HSA-6781827,R-HSA-6781827,128581,R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),Reactome,reactome,,,,['Transcription-Coupled Nucleotide Excision Repair (TC-NER)'],ok,
R-HSA-69895,R-HSA-69895,128582,R-HSA-69895,Transcriptional  activation of  cell cycle inhibitor p21 ,Reactome,reactome,,,,['Transcriptional  activation of  cell cycle inhibitor p21'],ok,
R-HSA-8953750,R-HSA-8953750,128583,R-HSA-8953750,Transcriptional Regulation by E2F6,Reactome,reactome,,,,['Transcriptional Regulation by E2F6'],ok,
R-HSA-8986944,R-HSA-8986944,128584,R-HSA-8986944,Transcriptional Regulation by MECP2,Reactome,reactome,,,,['Transcriptional Regulation by MECP2'],ok,
R-HSA-9634815,R-HSA-9634815,128585,R-HSA-9634815,Transcriptional Regulation by NPAS4,Reactome,reactome,,,,['Transcriptional Regulation by NPAS4'],ok,
R-HSA-3700989,R-HSA-3700989,128586,R-HSA-3700989,Transcriptional Regulation by TP53,Reactome,reactome,,,,['Transcriptional Regulation by TP53'],ok,
R-HSA-8853884,R-HSA-8853884,128587,R-HSA-8853884,Transcriptional Regulation by VENTX,Reactome,reactome,,,,['Transcriptional Regulation by VENTX'],ok,
R-HSA-2151201,R-HSA-2151201,128588,R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis,Reactome,reactome,,,,['Transcriptional activation of mitochondrial biogenesis'],ok,
R-HSA-69560,R-HSA-69560,128589,R-HSA-69560,Transcriptional activation of p53 responsive genes  ,Reactome,reactome,,,,['Transcriptional activation of p53 responsive genes'],ok,
R-HSA-2173793,R-HSA-2173793,128590,R-HSA-2173793,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,Reactome,reactome,,,,['Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer'],ok,
R-HSA-9856649,R-HSA-9856649,128591,R-HSA-9856649,Transcriptional and post-translational regulation of MITF-M expression and activity,Reactome,reactome,,,,['Transcriptional and post-translational regulation of MITF-M expression and activity'],ok,
R-HSA-8878171,R-HSA-8878171,128592,R-HSA-8878171,Transcriptional regulation by RUNX1,Reactome,reactome,,,,['Transcriptional regulation by RUNX1'],ok,
R-HSA-8878166,R-HSA-8878166,128593,R-HSA-8878166,Transcriptional regulation by RUNX2,Reactome,reactome,,,,['Transcriptional regulation by RUNX2'],ok,
R-HSA-8878159,R-HSA-8878159,128594,R-HSA-8878159,Transcriptional regulation by RUNX3,Reactome,reactome,,,,['Transcriptional regulation by RUNX3'],ok,
R-HSA-5578749,R-HSA-5578749,128595,R-HSA-5578749,Transcriptional regulation by small RNAs,Reactome,reactome,,,,['Transcriptional regulation by small RNAs'],ok,
R-HSA-8864260,R-HSA-8864260,128596,R-HSA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,Reactome,reactome,,,,['Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors'],ok,
R-HSA-9843743,R-HSA-9843743,128597,R-HSA-9843743,Transcriptional regulation of brown and beige adipocyte differentiation,Reactome,reactome,,,,['Transcriptional regulation of brown and beige adipocyte differentiation'],ok,
R-HSA-9844594,R-HSA-9844594,128598,R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2,Reactome,reactome,,,,['Transcriptional regulation of brown and beige adipocyte differentiation by EBF2'],ok,
R-HSA-9616222,R-HSA-9616222,128599,R-HSA-9616222,Transcriptional regulation of granulopoiesis,Reactome,reactome,,,,['Transcriptional regulation of granulopoiesis'],ok,
R-HSA-452723,R-HSA-452723,128600,R-HSA-452723,Transcriptional regulation of pluripotent stem cells,Reactome,reactome,,,,['Transcriptional regulation of pluripotent stem cells'],ok,
R-HSA-9690406,R-HSA-9690406,128601,R-HSA-9690406,Transcriptional regulation of testis differentiation,Reactome,reactome,,,,['Transcriptional regulation of testis differentiation'],ok,
R-HSA-381340,R-HSA-381340,128602,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,Reactome,reactome,,,,['Transcriptional regulation of white adipocyte differentiation'],ok,
R-HSA-166020,R-HSA-166020,128603,R-HSA-166020,Transfer of LPS from LBP carrier to CD14,Reactome,reactome,,,,['Transfer of LPS from LBP carrier to CD14'],ok,
R-HSA-917977,R-HSA-917977,128604,R-HSA-917977,Transferrin endocytosis and recycling,Reactome,reactome,,,,['Transferrin endocytosis and recycling'],ok,
R-HSA-72766,R-HSA-72766,128605,R-HSA-72766,Translation,Reactome,reactome,,,,['Translation'],ok,
R-HSA-72649,R-HSA-72649,128606,R-HSA-72649,Translation initiation complex formation,Reactome,reactome,,,,['Translation initiation complex formation'],ok,
R-HSA-9727281,R-HSA-9727281,128607,R-HSA-9727281,Translation of Accessory Proteins,Reactome,reactome,,,,['Translation of Accessory Proteins'],ok,
R-HSA-9679504,R-HSA-9679504,128608,R-HSA-9679504,Translation of Replicase and Assembly of the Replication Transcription Complex,Reactome,reactome,,,,['Translation of Replicase and Assembly of the Replication Transcription Complex'],ok,
R-HSA-9694676,R-HSA-9694676,128609,R-HSA-9694676,Translation of Replicase and Assembly of the Replication Transcription Complex,Reactome,reactome,,,,['Translation of Replicase and Assembly of the Replication Transcription Complex'],ok,
R-HSA-9683701,R-HSA-9683701,128610,R-HSA-9683701,Translation of Structural Proteins,Reactome,reactome,,,,['Translation of Structural Proteins'],ok,
R-HSA-9694635,R-HSA-9694635,128611,R-HSA-9694635,Translation of Structural Proteins,Reactome,reactome,,,,['Translation of Structural Proteins'],ok,
R-HSA-9828721,R-HSA-9828721,128612,R-HSA-9828721,Translation of respiratory syncytial virus mRNAs,Reactome,reactome,,,,['Translation of respiratory syncytial virus mRNAs'],ok,
R-HSA-110320,R-HSA-110320,128613,R-HSA-110320,Translesion Synthesis by POLH,Reactome,reactome,,,,['Translesion Synthesis by POLH'],ok,
R-HSA-5656121,R-HSA-5656121,128614,R-HSA-5656121,Translesion synthesis by POLI,Reactome,reactome,,,,['Translesion synthesis by POLI'],ok,
R-HSA-5655862,R-HSA-5655862,128615,R-HSA-5655862,Translesion synthesis by POLK,Reactome,reactome,,,,['Translesion synthesis by POLK'],ok,
R-HSA-110312,R-HSA-110312,128616,R-HSA-110312,Translesion synthesis by REV1,Reactome,reactome,,,,['Translesion synthesis by REV1'],ok,
R-HSA-110313,R-HSA-110313,128617,R-HSA-110313,Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,Reactome,reactome,,,,['Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template'],ok,
R-HSA-1445148,R-HSA-1445148,128618,R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,Reactome,reactome,,,,['Translocation of SLC2A4 (GLUT4) to the plasma membrane'],ok,
R-HSA-202430,R-HSA-202430,128619,R-HSA-202430,Translocation of ZAP-70 to Immunological synapse,Reactome,reactome,,,,['Translocation of ZAP-70 to Immunological synapse'],ok,
R-HSA-112315,R-HSA-112315,128620,R-HSA-112315,Transmission across Chemical Synapses,Reactome,reactome,,,,['Transmission across Chemical Synapses'],ok,
R-HSA-112307,R-HSA-112307,128621,R-HSA-112307,Transmission across Electrical Synapses ,Reactome,reactome,,,,['Transmission across Electrical Synapses'],ok,
R-HSA-174362,R-HSA-174362,128622,R-HSA-174362,Transport and metabolism of PAPS,Reactome,reactome,,,,['Transport and metabolism of PAPS'],ok,
R-HSA-168874,R-HSA-168874,128623,R-HSA-168874,"Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus",Reactome,reactome,,,,"['Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus']",ok,
R-HSA-72202,R-HSA-72202,128624,R-HSA-72202,Transport of Mature Transcript to Cytoplasm,Reactome,reactome,,,,['Transport of Mature Transcript to Cytoplasm'],ok,
R-HSA-159231,R-HSA-159231,128625,R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript,Reactome,reactome,,,,['Transport of Mature mRNA Derived from an Intronless Transcript'],ok,
R-HSA-159236,R-HSA-159236,128626,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,Reactome,reactome,,,,['Transport of Mature mRNA derived from an Intron-Containing Transcript'],ok,
R-HSA-159234,R-HSA-159234,128627,R-HSA-159234,Transport of Mature mRNAs Derived from Intronless Transcripts,Reactome,reactome,,,,['Transport of Mature mRNAs Derived from Intronless Transcripts'],ok,
R-HSA-9758890,R-HSA-9758890,128628,R-HSA-9758890,Transport of RCbl within the body,Reactome,reactome,,,,['Transport of RCbl within the body'],ok,
R-HSA-168271,R-HSA-168271,128629,R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,Reactome,reactome,,,,['Transport of Ribonucleoproteins into the Host Nucleus'],ok,
R-HSA-190827,R-HSA-190827,128630,R-HSA-190827,Transport of connexins along the secretory pathway,Reactome,reactome,,,,['Transport of connexins along the secretory pathway'],ok,
R-HSA-190872,R-HSA-190872,128631,R-HSA-190872,Transport of connexons to the plasma membrane,Reactome,reactome,,,,['Transport of connexons to the plasma membrane'],ok,
R-HSA-804914,R-HSA-804914,128632,R-HSA-804914,Transport of fatty acids,Reactome,reactome,,,,['Transport of fatty acids'],ok,
R-HSA-159763,R-HSA-159763,128633,R-HSA-159763,Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus,Reactome,reactome,,,,['Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus'],ok,
R-HSA-432030,R-HSA-432030,128634,R-HSA-432030,Transport of glycerol from adipocytes to the liver by Aquaporins,Reactome,reactome,,,,['Transport of glycerol from adipocytes to the liver by Aquaporins'],ok,
R-HSA-83936,R-HSA-83936,128635,R-HSA-83936,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,Reactome,reactome,,,,['Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane'],ok,
R-HSA-727802,R-HSA-727802,128636,R-HSA-727802,Transport of nucleotide sugars,Reactome,reactome,,,,['Transport of nucleotide sugars'],ok,
R-HSA-382551,R-HSA-382551,128637,R-HSA-382551,Transport of small molecules,Reactome,reactome,,,,['Transport of small molecules'],ok,
R-HSA-159230,R-HSA-159230,128638,R-HSA-159230,Transport of the SLBP Dependant Mature mRNA,Reactome,reactome,,,,['Transport of the SLBP Dependant Mature mRNA'],ok,
R-HSA-159227,R-HSA-159227,128639,R-HSA-159227,Transport of the SLBP independent Mature mRNA,Reactome,reactome,,,,['Transport of the SLBP independent Mature mRNA'],ok,
R-HSA-425397,R-HSA-425397,128640,R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",Reactome,reactome,,,,"['Transport of vitamins, nucleosides, and related molecules']",ok,
R-HSA-948021,R-HSA-948021,128641,R-HSA-948021,Transport to the Golgi and subsequent modification,Reactome,reactome,,,,['Transport to the Golgi and subsequent modification'],ok,
R-HSA-75109,R-HSA-75109,128642,R-HSA-75109,Triglyceride biosynthesis,Reactome,reactome,,,,['Triglyceride biosynthesis'],ok,
R-HSA-163560,R-HSA-163560,128643,R-HSA-163560,Triglyceride catabolism,Reactome,reactome,,,,['Triglyceride catabolism'],ok,
R-HSA-8979227,R-HSA-8979227,128644,R-HSA-8979227,Triglyceride metabolism,Reactome,reactome,,,,['Triglyceride metabolism'],ok,
R-HSA-450513,R-HSA-450513,128645,R-HSA-450513,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",Reactome,reactome,,,,"['Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA']",ok,
R-HSA-5467348,R-HSA-5467348,128646,R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex,Reactome,reactome,,,,['Truncations of AMER1 destabilize the destruction complex'],ok,
R-HSA-71240,R-HSA-71240,128647,R-HSA-71240,Tryptophan catabolism,Reactome,reactome,,,,['Tryptophan catabolism'],ok,
R-HSA-9860927,R-HSA-9860927,128648,R-HSA-9860927,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",Reactome,reactome,,,,"['Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells']",ok,
R-HSA-446107,R-HSA-446107,128649,R-HSA-446107,Type I hemidesmosome assembly,Reactome,reactome,,,,['Type I hemidesmosome assembly'],ok,
R-HSA-427589,R-HSA-427589,128650,R-HSA-427589,Type II Na+/Pi cotransporters,Reactome,reactome,,,,['Type II Na+/Pi cotransporters'],ok,
R-HSA-8963684,R-HSA-8963684,128651,R-HSA-8963684,Tyrosine catabolism,Reactome,reactome,,,,['Tyrosine catabolism'],ok,
R-HSA-5689603,R-HSA-5689603,128652,R-HSA-5689603,UCH proteinases,Reactome,reactome,,,,['UCH proteinases'],ok,
R-HSA-5602415,R-HSA-5602415,128653,R-HSA-5602415,UNC93B1 deficiency - HSE,Reactome,reactome,,,,['UNC93B1 deficiency - HSE'],ok,
R-HSA-5689880,R-HSA-5689880,128654,R-HSA-5689880,Ub-specific processing proteases,Reactome,reactome,,,,['Ub-specific processing proteases'],ok,
R-HSA-2142789,R-HSA-2142789,128655,R-HSA-2142789,Ubiquinol biosynthesis,Reactome,reactome,,,,['Ubiquinol biosynthesis'],ok,
R-HSA-69601,R-HSA-69601,128656,R-HSA-69601,Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A,Reactome,reactome,,,,['Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A'],ok,
R-HSA-75815,R-HSA-75815,128657,R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,Reactome,reactome,,,,['Ubiquitin-dependent degradation of Cyclin D'],ok,
